"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
0.00018213274796197,-0.761032432107838,0.415,0.491,1,"Ptprz1"
0.000183736569868386,-0.616234732208619,0.086,0.152,1,"Neto2"
0.000183842418705413,0.488470484330885,0.321,0.241,1,"Gsap"
0.000184438094535634,-0.719665426822446,0.166,0.241,1,"Gm38393"
0.000185885098243208,-0.814022646304157,0.064,0.123,1,"Ttc4"
0.000188032048194132,-0.672934579292889,0.074,0.136,1,"Sgsm2"
0.000188954207801151,-0.981193013978238,0.052,0.107,1,"Epdr1"
0.00018972609114257,-0.958328905626501,0.09,0.153,1,"Pde2a"
0.000190401571195067,-0.784406431971091,0.083,0.146,1,"Impad1"
0.000191006104723807,-0.435933438232244,0.255,0.342,1,"Nap1l1"
0.000192404963495891,-0.32704724108986,0.409,0.505,1,"Arhgap44"
0.000193754847069415,-0.612182046315372,0.085,0.15,1,"Tpi1"
0.000195818039948096,-0.561566921691629,0.799,0.807,1,"Ryr3"
0.000197191380850505,-0.585670390652914,0.1,0.168,1,"Adcy1"
0.000198763620275534,-0.954159694226142,0.056,0.111,1,"Gm26782"
0.000198887877181809,-0.905197449287495,0.061,0.117,1,"Fra10ac1"
0.000200775053661098,-0.730884194117357,0.093,0.158,1,"Kantr"
0.000200933501165076,-0.79243137052307,0.095,0.16,1,"Faim2"
0.000203634751293365,0.207564756111368,0.909,0.84,1,"Zeb2"
0.000212066537153065,-0.712552371345099,0.076,0.138,1,"Thy1"
0.000212857349978183,-0.724625203645675,0.081,0.145,1,"Entr1"
0.00021293284653034,-0.416502908283343,0.129,0.206,1,"Tbc1d32"
0.000213756273213172,-0.437608541294994,0.066,0.126,1,"Nampt"
0.000215194385251448,-0.200875886743067,0.946,0.951,1,"Cacnb2"
0.000215764520499383,-0.398728206555367,0.338,0.425,1,"Fam49a"
0.000217350271796773,-0.744388458467104,0.066,0.124,1,"Rragb"
0.000217624219604652,-0.550026581120732,0.118,0.191,1,"Napb"
0.000219670349495411,-0.800127454930725,0.078,0.14,1,"Htr1f"
0.000220419267972817,-0.376706715862443,0.929,0.951,1,"Rora"
0.000221839700361121,-1.19095360375971,0.318,0.4,1,"Zfp804b"
0.000222516930323549,-0.660428491169432,0.068,0.126,1,"Prkar2a"
0.000224589901585569,-1.04566521291503,0.052,0.106,1,"Prkaca"
0.000225334531792425,-0.506700717254921,0.095,0.161,1,"Ripor2"
0.000225769466756981,-0.618136769452993,0.086,0.152,1,"Uqcrc1"
0.000226846112012409,-0.234556012665304,0.519,0.609,1,"Rev1"
0.00022724215679778,-0.792305244279086,0.095,0.159,1,"Gucy1b1"
0.00022741840948333,-0.761151079670789,0.063,0.119,1,"Klhdc2"
0.000227572421574867,-0.741693790179706,0.137,0.208,1,"Trpc1"
0.000228982841154534,-0.20602917692766,0.411,0.514,1,"Sos1"
0.000229697709619208,-0.883895812623323,0.069,0.127,1,"Ghr"
0.000230978784208832,-0.491297415294742,0.091,0.158,1,"Bzw2"
0.000232790399992244,-0.580001640566222,0.108,0.177,1,"Clvs2"
0.000236317098627581,-0.94408318686853,0.069,0.127,1,"Nova2"
0.000236542378017974,0.824975354184004,0.176,0.115,1,"Gusb"
0.000238569994673797,-0.8249677536387,0.056,0.11,1,"Faxc"
0.000240022048393458,-0.483054101191949,0.897,0.899,1,"Pcdh7"
0.00024027955084731,-0.465730423054004,0.098,0.165,1,"Slc7a14"
0.000240500723900089,-0.847737635089988,0.066,0.124,1,"Rap1gap"
0.000242913433885368,-0.53473690683044,0.232,0.314,1,"Lrrc49"
0.000245396844673979,-0.523418112199854,0.103,0.173,1,"2900097C17Rik"
0.00024571919635329,-0.978381795891458,0.054,0.107,1,"Kcnj9"
0.000246206012940799,-0.598706239504092,0.102,0.169,1,"Spock2"
0.000247263020334542,0.687948255681688,0.176,0.113,1,"Lpxn"
0.000247671344637991,-0.425780721871353,0.252,0.344,1,"Zranb1"
0.000247778199118802,0.677806464327404,0.24,0.172,1,"Ctsa"
0.000248368381961215,-1.14101038638626,0.056,0.109,1,"9530026P05Rik"
0.000248413405197892,-0.94408318686853,0.058,0.112,1,"Adam9"
0.000250304027654788,-0.287980605851593,0.844,0.866,1,"Astn1"
0.000250385096438514,-0.811295902288014,0.083,0.144,1,"Bcl11b"
0.000251846731600071,-0.882354197116824,0.066,0.123,1,"Gm10419"
0.000252329055021715,-0.698646137064841,0.11,0.178,1,"Kif3a"
0.000253466368895633,0.273263633297216,0.821,0.749,1,"Hexb"
0.000255548097724655,-0.450100899338262,0.342,0.429,1,"Elavl2"
0.000255562486302494,-0.276026372148865,0.907,0.91,1,"Tmeff2"
0.000259914903259345,-0.336053075863326,0.088,0.155,1,"Klhl15"
0.000260070119814723,-0.437806421491565,0.095,0.164,1,"Trmt11"
0.000260645130939625,-0.668566196296133,0.095,0.16,1,"Adgrb1"
0.000262638880231003,-0.595972597478005,0.068,0.126,1,"Adamts17"
0.000263591805498183,-0.603588460883838,0.11,0.179,1,"Pcnx2"
0.000265925939000378,-0.406283065965464,0.298,0.386,1,"Kctd1"
0.000267194339085407,-0.71606319014225,0.064,0.122,1,"Tubb3"
0.000269410256699981,-0.702474125394295,0.091,0.155,1,"Ptges3"
0.000273579891105693,-0.383574563761844,0.804,0.811,1,"Slc2a13"
0.000273757499078597,-0.806831420390133,0.156,0.227,1,"Prkd1"
0.000277315782672747,0.354290614119736,0.56,0.489,1,"Entpd1"
0.000278878621071847,-0.909019160239903,0.069,0.126,1,"Fam92a"
0.000279659194854087,-0.821610570941846,0.068,0.125,1,"Rmst"
0.000280657657651219,0.742994721708632,0.134,0.079,1,"Apobec3"
0.000280774343257844,-0.848556384577787,0.068,0.125,1,"Gnb5"
0.00028436680468845,-0.548750706581782,0.137,0.211,1,"Uqcrc2"
0.000285179854632036,-0.718743396376623,0.152,0.223,1,"Plppr5"
0.000285904264070848,0.872410129376057,0.14,0.085,1,"Il10rb"
0.00028606398846774,-0.228722255281462,0.799,0.829,1,"Nedd4"
0.000292804716225925,0.255456756910074,0.667,0.582,1,"Mertk"
0.000293322278406295,-0.673278323645454,0.073,0.132,1,"Map1a"
0.000295217080555117,-0.637889616758645,0.071,0.13,1,"Mdh2"
0.000296950723235486,-0.582619170841356,0.098,0.165,1,"Rab3a"
0.000297262523232019,-0.584117749038454,0.108,0.177,1,"Pgrmc1"
0.000297472084801597,-0.418132151868001,0.13,0.207,1,"Cox4i1"
0.000299956140686499,-0.668566196296133,0.081,0.143,1,"Ndufa4"
0.000301364901197123,-0.223223539259773,0.623,0.685,1,"Tasp1"
0.000305454226495358,-0.645589982193799,0.069,0.127,1,"Rab27b"
0.000307098781688411,-0.733985098139513,0.061,0.117,1,"Abcc4"
0.00030720157399432,-0.741821592371479,0.064,0.121,1,"Fbxo9"
0.00030926064890235,-0.621821816260849,0.11,0.178,1,"Dcun1d2"
0.000311109244793563,-0.408352067162478,0.134,0.207,1,"Abca5"
0.000311869181731318,-0.603233946803939,0.095,0.161,1,"Igsf8"
0.00031674408350478,-0.368101593047416,0.794,0.804,1,"Rasgrf1"
0.000318496229224715,0.23215520774446,0.775,0.693,1,"Tgfbr1"
0.000319776666122253,-0.556478917712798,0.086,0.148,1,"Zdhhc13"
0.00032093856160039,-0.809736037243838,0.071,0.128,1,"Fam169a"
0.000322967712825196,-0.679537314117137,0.068,0.125,1,"Kif1bp"
0.000324664349105406,-0.771167789582705,0.069,0.126,1,"Wscd2"
0.000324941561481175,-0.783373125101676,0.063,0.118,1,"Ro60"
0.000326481366801999,0.533976955872859,0.442,0.369,1,"Pard3b"
0.00032686751508656,-0.507268372206525,0.134,0.207,1,"Hacd3"
0.000327413015446359,-0.566099504021297,0.164,0.238,1,"Nrgn"
0.000329019864943454,-1.01596497869961,0.054,0.107,1,"Rgs20"
0.000332425236694614,-0.209502537363877,0.371,0.467,1,"Ipo11"
0.000332989355448849,-0.561040551481827,0.098,0.163,1,"Srrm3"
0.0003330621979835,-0.613539755342896,0.085,0.146,1,"Asap2"
0.000334236476276805,-0.470772570811464,0.294,0.381,1,"Casc4"
0.000339671123808139,-0.812598843908726,0.073,0.13,1,"Ank1"
0.000343992983140924,-0.364103554490085,0.763,0.774,1,"Rnf150"
0.000344333280709479,-0.610274651680023,0.069,0.127,1,"Eno2"
0.000345002435984667,-0.215854606783733,0.421,0.527,1,"Ube4b"
0.000346050707774908,-0.650624622201898,0.071,0.129,1,"Golph3"
0.000346735898623691,-0.505207133554823,0.144,0.217,1,"Ppp3r1"
0.000352998785761691,-0.729660793542973,0.076,0.134,1,"Slc1a1"
0.000353173121812657,-0.916073917773854,0.071,0.127,1,"Acsl6"
0.000356580517008063,-0.581562154553839,0.118,0.187,1,"Rnf157"
0.000357190028386845,-0.767280208758803,0.09,0.152,1,"Rasgrp1"
0.000358210014632559,-0.511441983231906,0.267,0.349,1,"Add2"
0.000359295843447501,-0.235897667523431,0.479,0.593,1,"Ywhae"
0.000359857025248544,0.445680699851434,0.968,0.964,1,"Cadm1"
0.000359979982892758,-0.694967354686742,0.11,0.174,1,"Epha3"
0.000360079174135067,0.441427784546814,0.379,0.298,1,"Aim2"
0.000362669524941176,-0.88871411594942,0.058,0.11,1,"Ttc39c"
0.000362934207046565,-0.361717513532019,0.188,0.269,1,"Ube2r2"
0.000366921544351747,-0.797857281305897,0.058,0.11,1,"Sash1"
0.000372416625627192,-0.172036483763595,0.993,0.995,1,"Csmd3"
0.000376069477572044,-1.06726746740024,0.051,0.1,1,"Enpp5"
0.00037861260822935,-0.679537314117137,0.086,0.148,1,"Sptbn2"
0.000380641582481861,0.72517565543416,0.146,0.089,1,"Arhgap31"
0.000385324678960922,-0.398163317580409,0.159,0.238,1,"Ywhag"
0.000389807136256372,-0.916576511417986,0.066,0.12,1,"Zfp365"
0.000390581687503271,-0.997898793984306,0.073,0.128,1,"Rab11fip4"
0.000390674034042977,-0.532579874221951,0.117,0.186,1,"Actg1"
0.000391235064220934,0.177430724528665,0.992,0.992,1,"Macf1"
0.000392050317167974,-0.49050348972712,0.061,0.116,1,"Ccdc91"
0.000397651413758364,-0.374682732588716,0.095,0.16,1,"Hlcs"
0.000401430871508278,0.810788312465945,0.12,0.069,1,"Dennd2c"
0.000403577285588626,0.256739188386007,0.665,0.59,1,"Inpp5d"
0.000405433673500473,-0.607223109301247,0.074,0.133,1,"Rangap1"
0.000407965250055409,-0.162088813896369,0.983,0.983,1,"Mbd5"
0.000411114875511399,-0.691974417355359,0.086,0.146,1,"Slc6a17"
0.000411836554352506,-0.593985870001923,0.103,0.168,1,"Arf3"
0.000413400594752938,-0.416502908283342,0.176,0.258,1,"Map3k7"
0.000415528820340203,-1.01314721405213,0.051,0.1,1,"Serp2"
0.000417524668481628,-0.210905444056353,0.834,0.855,1,"Rbfox3"
0.000419214758189175,-0.283608637785997,0.132,0.208,1,"Lmbrd2"
0.000420070843400173,-0.455220015856197,0.105,0.172,1,"Uchl3"
0.000421081872573817,-0.400282555825012,0.12,0.192,1,"Snx3"
0.000422265152046985,-0.526802073972339,0.068,0.125,1,"Calm3"
0.000427448788949058,0.305434476650532,0.541,0.453,1,"Abca9"
0.000427578569270895,-0.160163155023557,0.508,0.606,1,"Trim33"
0.000430562971601763,0.335817272503381,0.807,0.752,1,"Gnas"
0.000431869602421147,-0.756158595720049,0.059,0.112,1,"Fbxl16"
0.000431965779517061,-0.568506001728393,0.063,0.117,1,"Scn9a"
0.000437568796274028,-0.628007013477054,0.08,0.138,1,"Cyp7b1"
0.000437770682500804,0.244227100055778,0.902,0.875,1,"Itm2b"
0.000438336984806781,0.384593023302579,0.501,0.435,1,"Gm2629"
0.000438815181104803,-0.875457524092393,0.071,0.126,1,"Cnnm1"
0.00044062974884296,-0.46180192967119,0.897,0.895,1,"Kctd16"
0.000441876203358931,-0.227952419059583,0.448,0.533,1,"Gpr137c"
0.000442682298895895,-1.00342692533778,0.054,0.105,1,"Ccnd2"
0.000446386286805577,0.250607727029701,0.86,0.802,1,"Zfp292"
0.000449797219558582,-0.227075830851276,0.448,0.556,1,"Rps6kb1"
0.000451039965105372,-0.578253978279955,0.09,0.153,1,"Kif26b"
0.000452142586433573,-0.430858201260413,0.171,0.248,1,"Lingo1"
0.000453834578931435,-0.749926642008534,0.103,0.165,1,"C530008M17Rik"
0.000455809535260825,-0.260073749325253,0.428,0.527,1,"Clec16a"
0.000458589009337566,-0.580001640566222,0.11,0.177,1,"Mob4"
0.000462469443717882,0.286413790286963,0.836,0.763,1,"Fubp1"
0.00046503456943437,-0.236052250020203,0.839,0.862,1,"Dnm3"
0.000466270685830323,-0.686697105690003,0.063,0.117,1,"Gpd2"
0.000466927639267557,0.853842736276033,0.474,0.435,1,"Ctsb"
0.000467124258681317,-0.29996337920901,0.398,0.482,1,"Lgi1"
0.000468408628802003,-0.574567754515594,0.085,0.145,1,"Ric3"
0.000470225662372415,-0.533235917200723,0.195,0.271,1,"9330182L06Rik"
0.000473613088914358,-0.546083869339971,0.232,0.308,1,"Rab30"
0.000473726747261872,-0.660478978301452,0.125,0.192,1,"Mphosph9"
0.000476556299434974,-0.573166010316732,0.102,0.166,1,"Mipol1"
0.00047918363732636,0.597391533375038,0.31,0.24,1,"2610203C22Rik"
0.000480259258436241,-0.806229319032999,0.071,0.126,1,"Tiam2"
0.000487336104491747,-0.640543182501273,0.081,0.14,1,"Cx3cl1"
0.000489144027126516,0.976683869773841,0.161,0.104,1,"Apobec1"
0.000489297027259344,-0.432196715388488,0.279,0.36,1,"Ctif"
0.000489425682746523,0.599037942612435,0.159,0.1,1,"Il1rl2"
0.000492776979893701,-0.844596560387633,0.058,0.108,1,"Synpr"
0.0004943656580152,-0.87593452692064,0.069,0.124,1,"Usp28"
0.000498641021863951,-0.355614320700827,0.841,0.85,1,"Gabrb2"
0.000499912410572561,-0.505643410471878,0.149,0.223,1,"Rspry1"
0.000501102996238232,-0.634247203606259,0.154,0.225,1,"Sv2a"
0.000509727592901459,-0.961308282532516,0.068,0.121,1,"Rnf112"
0.000512460726056415,-0.969043931312121,0.066,0.118,1,"St6gal2"
0.00051805409365153,-0.291562309709266,0.372,0.467,1,"Trim37"
0.000523473970580399,-0.358328947376848,0.125,0.197,1,"Zfp160"
0.000525321934590919,-0.740466312759468,0.071,0.126,1,"Gnb4"
0.000526268175050409,-0.819262077783749,0.064,0.117,1,"Kdm4b"
0.00052681444068432,-0.44021897725715,0.135,0.209,1,"Dnajc18"
0.00052820263614919,-0.590622756322795,0.178,0.25,1,"Arhgap20"
0.000528698700762156,0.754632045339904,0.35,0.288,1,"Fnip2"
0.000528757437943342,-0.834815539595047,0.052,0.102,1,"Ggt7"
0.000531098817825952,-0.70892112089823,0.259,0.335,1,"Stxbp6"
0.000538189282955786,-0.18203765464632,0.399,0.502,1,"Ogdh"
0.000540600480012186,-0.515611053296267,0.074,0.132,1,"Vamp2"
0.00054262439489588,0.275884114048178,0.964,0.936,1,"Fam172a"
0.000546639991728574,-0.487646981178033,0.195,0.271,1,"Gapdh"
0.000550732060323465,-0.464686441793308,0.279,0.36,1,"Sptbn4"
0.000551552899899645,-0.255466002973231,0.797,0.813,1,"Limch1"
0.000553660479303529,-0.562497892926917,0.066,0.121,1,"Zcchc17"
0.00055394069376623,-0.70553252265008,0.054,0.105,1,"Eef1a2"
0.000554622331377189,-0.197530874110312,0.817,0.833,1,"Mgat4c"
0.000566681714839273,-0.817040837867071,0.056,0.107,1,"C330007P06Rik"
0.000570479752731897,0.57826044335051,0.222,0.156,1,"Cd37"
0.00057911548634987,-0.70225739061722,0.061,0.113,1,"Cnep1r1"
0.000580185747462171,-0.590656033030886,0.085,0.144,1,"Zfp942"
0.000583426713423379,-0.687804930100737,0.107,0.169,1,"Selenof"
0.000586356198322783,-0.282841450827802,0.113,0.182,1,"Zfp512"
0.000586563247359834,-0.845694501872047,0.083,0.14,1,"Gpr45"
0.000587567492245307,-0.647115836424759,0.095,0.154,1,"Osbpl10"
0.000588268832221061,-0.143684219298046,0.382,0.482,1,"Raph1"
0.000590881127562501,-0.153666021745088,0.983,0.984,1,"Usp34"
0.000599060510359332,-0.454304940995727,0.102,0.165,1,"Glce"
0.000600018963479192,-0.554006432033277,0.107,0.172,1,"Epb41l4b"
0.000601612847032548,-0.334837911571116,0.447,0.523,1,"Mboat2"
0.000605506693772857,-0.26514865453481,0.169,0.252,1,"Atp5f1"
0.000606432764059298,-0.25709577875503,0.277,0.371,1,"Ip6k1"
0.000607661458202901,-0.668041675279307,0.088,0.146,1,"Sod2"
0.000611213172313784,-1.05376859700809,0.394,0.457,1,"Adarb2"
0.000612423955298032,-0.679537314117137,0.081,0.137,1,"Tmem29"
0.000618569327593586,0.673134304201334,0.134,0.081,1,"Erap1"
0.000622909831898752,0.882267465616767,0.179,0.124,1,"Npc2"
0.000624224531465214,-0.465032802211001,0.118,0.187,1,"Chpt1"
0.000627905942006384,-0.200774217227906,0.144,0.221,1,"Pogz"
0.000635502958867523,-0.517786244120524,0.063,0.116,1,"Hmgn3"
0.000640882765049169,0.802548005963717,0.223,0.164,1,"Cdk6"
0.000644119404611803,-0.325594412085132,0.296,0.379,1,"Syt7"
0.000649873621417845,0.90542518660402,0.11,0.063,1,"Hjurp"
0.000660078213403187,-0.375026272307183,0.272,0.356,1,"Cfap54"
0.000663218527190599,-0.229299915409195,0.149,0.228,1,"Prkar1a"
0.000665189920871737,-0.618136769452993,0.083,0.141,1,"Gars"
0.000666345288568425,-0.331933085129378,0.125,0.193,1,"Ryk"
0.00066848767639226,-0.36576892578957,0.159,0.237,1,"Apex2"
0.000669154474722313,-0.788948530837718,0.058,0.107,1,"Cxadr"
0.000678073755479183,-0.541527492751587,0.078,0.135,1,"Styx"
0.00068381606766422,-0.661275107724408,0.054,0.104,1,"Ppp2r1a"
0.00068690113977672,-0.464463946734511,0.118,0.186,1,"Npat"
0.000688548218642169,-0.732900539715862,0.08,0.136,1,"Eps8"
0.000691160445995007,-0.371332937848977,0.303,0.388,1,"Nup93"
0.000694486167366454,-0.659073211557421,0.073,0.127,1,"Asxl3"
0.000695188908968212,-0.538986914808337,0.054,0.104,1,"A330015K06Rik"
0.000698146873681161,-0.294557048694472,0.338,0.429,1,"8030462N17Rik"
0.000700362903329913,-0.610824564033122,0.085,0.143,1,"Fzd3"
0.000709616655040498,-0.419009763893918,0.259,0.337,1,"Sez6l"
0.000714212287872826,-0.295018261898783,0.829,0.844,1,"Dync1i1"
0.000716625118954408,-0.557546789738526,0.059,0.11,1,"Scg2"
0.000721685742812423,-0.26747313115238,0.232,0.325,1,"Ralgps2"
0.000724486495908713,-0.396603350845638,0.178,0.254,1,"Cep83"
0.000731774634974712,-0.890745996960909,0.074,0.128,1,"Gas2"
0.000732880773719687,-0.781075340579199,0.063,0.114,1,"Ghitm"
0.000742156193993883,-0.862401371266947,0.073,0.126,1,"Atp2b4"
0.000742528541515651,-0.86137563710295,0.068,0.119,1,"Fam13a"
0.000744560953864466,-0.277328416536558,0.343,0.435,1,"Sec61a2"
0.000745263387836528,-0.509612312674824,0.135,0.205,1,"Dnajc10"
0.000762146454461294,-0.317611151297855,0.352,0.441,1,"Kdm5b"
0.000762394501466454,-0.365876835213375,0.091,0.153,1,"Dlat"
0.000762630274749289,-0.486261825397443,0.091,0.151,1,"Nxpe4"
0.000772484437115828,-0.361220472782153,0.1,0.164,1,"Lekr1"
0.000772775339312529,-0.450158462464581,0.139,0.21,1,"BC005561"
0.000780190056073075,0.698550672357485,0.149,0.095,1,"Arap3"
0.000783182536585723,-0.571012857338967,0.071,0.126,1,"Fez1"
0.000783339123419672,-0.617342552509792,0.074,0.129,1,"Acsl3"
0.000783841849739051,-0.661389967406877,0.074,0.129,1,"Tox4"
0.000790344376253683,-0.238697383706784,0.445,0.547,1,"Pkn2"
0.00079198242219346,-0.180731457145695,0.851,0.874,1,"Ptk2"
0.000796064816606733,-0.414229156763222,0.112,0.177,1,"Sucla2"
0.000804099793538395,-0.502141063243689,0.171,0.244,1,"A830008E24Rik"
0.000809681200861079,-0.432270224141659,0.076,0.132,1,"Cabp1"
0.000814088616616116,-0.310491931936945,0.288,0.379,1,"Agfg1"
0.000814189494772134,-0.18033004746899,0.514,0.605,1,"Ube2g1"
0.000814538991447169,0.295392468051437,0.577,0.5,1,"C1qa"
0.000822384029482374,-0.387356562623826,0.085,0.143,1,"Pgbd5"
0.00082385459338648,-0.313933174642795,0.144,0.22,1,"Luzp1"
0.000825395756841104,-0.385476012662718,0.171,0.245,1,"Ppp2r2c"
0.000829956544578212,-0.494505420284616,0.091,0.152,1,"Glmn"
0.000831929270009651,-0.407991408427825,0.374,0.45,1,"Pknox2"
0.000849412314208304,-0.774315538869236,0.063,0.113,1,"Syt5"
0.000850336748521515,-0.44024636820732,0.183,0.257,1,"Vps37a"
0.000851316220175679,-0.542902622095291,0.215,0.286,1,"Garem1"
0.000854651464696922,-0.328194490155682,0.171,0.249,1,"Gpbp1l1"
0.000865235459315902,-0.793066259747551,0.063,0.113,1,"Tgfbr3"
0.00086892858492139,-0.445072060480113,0.081,0.137,1,"Cdc5l"
0.000871380827429085,-0.51556157900601,0.113,0.177,1,"Hspa4l"
0.000875169178364233,-0.622204139051185,0.074,0.128,1,"Nrn1"
0.00089156633599614,0.703972102959935,0.213,0.155,1,"Tsc22d4"
0.000892257233375175,-0.951210638224803,0.054,0.101,1,"Slc4a3"
0.000893059744986651,-0.397394085335638,0.212,0.29,1,"Ywhah"
0.00089454038903583,-0.645389091705291,0.061,0.111,1,"Pnmal2"
0.00089724470559732,-0.688023780004965,0.105,0.165,1,"Jph1"
0.000902493773859168,-0.560751161666625,0.086,0.144,1,"Sugt1"
0.000912007701175385,-0.883736618687615,0.068,0.118,1,"Ndufb5"
0.000914448502108929,-0.279231124159781,0.179,0.26,1,"Hspa4"
0.000918226954271013,-0.203509184949144,0.156,0.231,1,"Taf1b"
0.000926741324726884,-0.761530686314444,0.061,0.11,1,"Speg"
0.000927234015300838,-0.524387665355222,0.069,0.123,1,"Rps20"
0.000928263615040515,0.474344844829453,0.315,0.243,1,"Hk2"
0.000931949651715638,-0.442179042383738,0.408,0.474,1,"Pdzd2"
0.000934598285862104,-0.182443647343776,0.858,0.893,1,"4930402H24Rik"
0.000936046380490273,-0.620203174734734,0.085,0.141,1,"Psmd7"
0.000936586297562697,-0.375725770379098,0.321,0.407,1,"Ttll11"
0.000941963462991077,0.391013398084614,0.403,0.328,1,"Pik3ap1"
0.000949820421238253,-0.51866556092771,0.124,0.189,1,"Psmb7"
0.000953085445249721,-0.500213614672574,0.074,0.129,1,"Heatr3"
0.000957357837788246,-0.401001814743155,0.2,0.279,1,"Cnnm2"
0.000960981968372034,-0.517106849221748,0.069,0.122,1,"Usp11"
0.000961905791118029,-0.549140676861462,0.081,0.136,1,"Slc2a3"
0.000962011751530438,-0.145679154343986,0.959,0.97,1,"Dip2c"
0.000964409177035824,-0.249992571253795,0.831,0.855,1,"Prickle1"
0.000964443650817816,-0.392916087965727,0.088,0.147,1,"BC002059"
0.000970148622354155,-0.690808426452157,0.083,0.138,1,"Jam3"
0.000971665645074817,-0.231506330910619,0.834,0.835,1,"Srgap3"
0.000978429740069484,1.01394964338219,0.105,0.061,1,"Gm12216"
0.000980889235610828,-0.46426932721407,0.095,0.154,1,"Vdac1"
0.000982164683701972,-0.64598475440611,0.076,0.13,1,"B4galt5"
0.000984164175202313,-0.820399849956986,0.066,0.117,1,"6530403H02Rik"
0.000986508358050611,-1.30869961874883,0.081,0.134,1,"Nwd2"
0.000996505595532398,-0.694487655583108,0.073,0.126,1,"Cacng2"
0.000999067149512914,-0.421075638073167,0.108,0.17,1,"Fkbp1a"
0.00100148840525105,-0.449107573715271,0.117,0.181,1,"Gtf3c3"
0.00100394209041008,-0.403678867925759,0.443,0.511,1,"Fhod3"
0.00100508555430778,-0.391658837305864,0.125,0.192,1,"Ndufv2"
0.00100950988269985,-0.843766709895446,0.064,0.114,1,"Tspoap1"
0.00101388458074594,-0.283937307349074,0.406,0.494,1,"Dlgap4"
0.00102198464769204,-0.756158595720049,0.056,0.104,1,"Ppa2"
0.00102435450485666,0.599093946767676,0.25,0.188,1,"Bin2"
0.00103400428453987,1.47556026964754,0.13,0.085,1,"Gm15283"
0.00104081742973292,-0.464412893244728,0.13,0.195,1,"Pkm"
0.00104166597080951,-0.531014789407048,0.073,0.126,1,"Slc24a4"
0.00104190334441166,-0.228028258173146,0.465,0.554,1,"Acbd6"
0.00104326967027536,-0.192558367334154,0.411,0.508,1,"Dync1h1"
0.00104359952848313,-0.593028320862462,0.064,0.116,1,"Scrn1"
0.0010515814896216,-0.599195205799532,0.078,0.132,1,"D930016D06Rik"
0.00106079618463629,-0.795014531537072,0.054,0.101,1,"Pgr"
0.00106620341142556,0.191092241637896,0.934,0.883,1,"Specc1"
0.00107232275629717,-0.580001640566222,0.069,0.122,1,"Tgoln1"
0.00107478033066943,-0.297420259806597,0.443,0.526,1,"Emsy"
0.00107494987246632,-0.134629997030096,0.416,0.515,1,"Mapk8"
0.00107497578081244,-0.831540407562186,0.056,0.103,1,"Slc20a1"
0.00107688260956011,-0.989877434729287,0.063,0.111,1,"St8sia3"
0.00108971187370815,-0.478489795179044,0.073,0.126,1,"Rph3a"
0.00109131365500084,0.317087959102207,0.739,0.676,1,"Sgms1"
0.00109603787091347,-0.694644206507345,0.09,0.145,1,"Sqstm1"
0.00109833276519218,-0.36743636518153,0.103,0.161,1,"Thsd7b"
0.00110721497686797,-0.323853620317668,0.179,0.254,1,"Stim2"
0.0011169125702039,-0.627698382597518,0.08,0.134,1,"Spats2"
0.0011175090502894,-0.620458081363114,0.081,0.136,1,"Greb1l"
0.00111932955333388,-0.860109559758957,0.08,0.132,1,"Gm1043"
0.00114027345797186,0.321850369299537,0.709,0.681,1,"Maml2"
0.00114069523015067,-0.589985729138844,0.063,0.112,1,"Hspd1"
0.0011442738172684,-0.758826223921775,0.056,0.103,1,"Cul4b"
0.00114626974909538,0.570796697033544,0.255,0.193,1,"Tec"
0.00115399163270562,-0.408390262496023,0.169,0.242,1,"Smc5"
0.00115803719203957,0.609293092593995,0.117,0.07,1,"Slc37a2"
0.00116012197565978,-0.379304290329093,0.269,0.354,1,"Morf4l1"
0.00116170952427113,0.638077787899143,0.201,0.144,1,"Gm16337"
0.00117434148916841,-0.299332386630414,0.438,0.519,1,"Bsn"
0.00117682478193016,-0.201074434696659,0.817,0.827,1,"Nckap1"
0.00117781207610476,-0.583959654134905,0.105,0.164,1,"Maged1"
0.00119837440321593,-0.563250276276897,0.08,0.134,1,"Sorcs2"
0.00120311817986956,0.631860113278056,0.191,0.134,1,"Creb3l2"
0.00120318623398273,-0.531527089103265,0.152,0.219,1,"Ndrg4"
0.00122231878300071,-0.431810161071191,0.127,0.192,1,"Mosmo"
0.00123385396250162,-0.413585424901048,0.095,0.154,1,"Pdzd4"
0.00123516948142428,-0.461945879044509,0.164,0.235,1,"Atad1"
0.00123699842932846,0.181229179187387,0.992,0.958,1,"Jmjd1c"
0.00124264117245009,-0.581199394923844,0.081,0.135,1,"Papolg"
0.00124995363309315,-0.245640787586977,0.448,0.541,1,"Rab28"
0.00125412203627943,-0.335582912899775,0.157,0.229,1,"Snx10"
0.00125441182397879,-0.54013425745172,0.063,0.112,1,"Ccnyl1"
0.00125779916640521,-0.416502908283343,0.071,0.123,1,"Kcnk2"
0.00126739601429595,-0.486545809221248,0.788,0.794,1,"Sgcd"
0.00127588175771717,-0.189390183672964,0.487,0.57,1,"Zwint"
0.00127988907734069,-0.51678099843529,0.782,0.786,1,"Cdh8"
0.00130203277251276,-0.409979784702008,0.102,0.16,1,"Sntb2"
0.00130528263126514,-0.576967580476588,0.064,0.114,1,"Pgk1"
